<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
HDFCBANK,04/19/2021,11:31:00,1384.60,1386.00,1384.30,1384.70,20827,0
HDFCBANK,04/19/2021,11:32:00,1384.45,1385.00,1383.45,1383.45,22018,0
HDFCBANK,04/19/2021,11:33:00,1383.45,1385.20,1383.00,1385.20,19205,0
HDFCBANK,04/19/2021,11:34:00,1385.25,1385.60,1383.40,1383.50,30299,0
HDFCBANK,04/19/2021,11:35:00,1383.55,1384.55,1383.15,1384.25,15281,0
HDFCBANK,04/19/2021,11:36:00,1383.90,1383.95,1381.00,1382.95,55419,0
HDFCBANK,04/19/2021,11:37:00,1382.95,1383.00,1381.10,1382.90,20460,0
HDFCBANK,04/19/2021,11:38:00,1382.85,1383.75,1382.70,1383.35,18800,0
HDFCBANK,04/19/2021,11:39:00,1383.15,1383.35,1382.00,1382.40,20397,0
HDFCBANK,04/19/2021,11:40:00,1382.50,1383.40,1382.30,1383.25,21971,0
HDFCBANK,04/19/2021,11:41:00,1383.25,1385.00,1383.10,1385.00,27363,0
HDFCBANK,04/19/2021,11:42:00,1384.95,1386.10,1384.60,1385.55,18679,0
HDFCBANK,04/19/2021,11:43:00,1385.35,1385.80,1384.90,1385.15,19496,0
HDFCBANK,04/19/2021,11:44:00,1385.70,1386.55,1385.30,1386.40,19043,0
HDFCBANK,04/19/2021,11:45:00,1386.20,1386.50,1384.65,1385.85,17091,0
HDFCBANK,04/19/2021,11:46:00,1386.35,1387.30,1386.25,1387.30,19421,0
HDFCBANK,04/19/2021,11:47:00,1387.40,1388.45,1387.20,1387.90,28798,0
HDFCBANK,04/19/2021,11:48:00,1387.00,1387.70,1386.15,1386.15,19617,0
HDFCBANK,04/19/2021,11:49:00,1386.70,1387.90,1386.70,1387.60,12664,0
HDFCBANK,04/19/2021,11:50:00,1387.60,1388.50,1387.00,1388.45,14356,0
HDFCBANK,04/19/2021,11:51:00,1388.40,1388.50,1386.70,1387.75,13885,0
HDFCBANK,04/19/2021,11:52:00,1387.50,1388.40,1387.50,1387.95,12511,0
HDFCBANK,04/19/2021,11:53:00,1387.90,1388.00,1387.50,1387.95,6846,0
HDFCBANK,04/19/2021,11:54:00,1387.95,1389.30,1387.85,1389.00,16881,0
HDFCBANK,04/19/2021,11:55:00,1388.90,1389.00,1388.10,1388.95,11923,0
HDFCBANK,04/19/2021,11:56:00,1388.90,1389.95,1388.50,1389.00,20095,0
HDFCBANK,04/19/2021,11:57:00,1389.25,1389.35,1387.65,1388.90,10271,0
HDFCBANK,04/19/2021,11:58:00,1388.85,1388.90,1387.85,1388.15,9922,0
HDFCBANK,04/19/2021,11:59:00,1388.00,1388.50,1387.50,1388.00,14104,0
HDFCBANK,04/19/2021,12:00:00,1388.40,1388.45,1386.95,1387.70,18045,0
HDFCBANK,04/19/2021,12:01:00,1387.05,1387.60,1386.00,1386.00,20032,0
HDFCBANK,04/19/2021,12:02:00,1386.35,1386.60,1385.70,1386.00,11271,0
HDFCBANK,04/19/2021,12:03:00,1386.05,1386.05,1384.05,1384.75,27635,0
HDFCBANK,04/19/2021,12:04:00,1384.75,1385.85,1384.75,1385.65,36627,0
HDFCBANK,04/19/2021,12:05:00,1385.85,1386.95,1385.75,1386.70,6923,0
HDFCBANK,04/19/2021,12:06:00,1386.75,1387.50,1386.30,1386.30,9634,0
HDFCBANK,04/19/2021,12:07:00,1387.00,1387.00,1386.50,1386.95,6703,0
HDFCBANK,04/19/2021,12:08:00,1386.90,1387.00,1386.50,1386.85,6931,0
HDFCBANK,04/19/2021,12:09:00,1386.95,1388.10,1386.90,1387.95,10620,0
HDFCBANK,04/19/2021,12:10:00,1388.20,1388.40,1387.40,1388.25,6258,0
HDFCBANK,04/19/2021,12:11:00,1387.75,1388.30,1387.00,1387.35,10089,0
HDFCBANK,04/19/2021,12:12:00,1387.20,1387.20,1385.00,1385.40,11670,0
HDFCBANK,04/19/2021,12:13:00,1385.30,1386.65,1385.30,1386.65,5016,0
HDFCBANK,04/19/2021,12:14:00,1386.25,1386.75,1385.95,1385.95,10264,0
HDFCBANK,04/19/2021,12:15:00,1386.10,1386.35,1385.60,1385.90,6978,0
HDFCBANK,04/19/2021,12:16:00,1385.60,1386.95,1385.40,1386.90,9028,0
HDFCBANK,04/19/2021,12:17:00,1386.90,1387.15,1386.45,1387.05,8347,0
HDFCBANK,04/19/2021,12:18:00,1387.00,1387.50,1386.85,1387.45,8290,0
HDFCBANK,04/19/2021,12:19:00,1387.45,1388.00,1387.25,1388.00,7783,0
HDFCBANK,04/19/2021,12:20:00,1387.75,1388.75,1387.75,1388.30,12386,0
HDFCBANK,04/19/2021,12:21:00,1388.25,1388.30,1387.20,1387.85,14754,0
HDFCBANK,04/19/2021,12:22:00,1388.00,1388.20,1387.50,1387.50,8059,0
HDFCBANK,04/19/2021,12:23:00,1386.75,1388.00,1386.75,1387.90,8635,0
HDFCBANK,04/19/2021,12:24:00,1387.95,1388.95,1387.95,1388.90,8642,0
HDFCBANK,04/19/2021,12:25:00,1388.90,1389.05,1387.60,1388.55,13790,0
HDFCBANK,04/19/2021,12:26:00,1388.35,1388.60,1386.45,1387.40,14141,0
HDFCBANK,04/19/2021,12:27:00,1387.50,1388.60,1387.40,1388.50,8611,0
HDFCBANK,04/19/2021,12:28:00,1388.00,1388.50,1388.00,1388.40,4042,0
HDFCBANK,04/19/2021,12:29:00,1388.45,1389.90,1388.35,1389.90,11420,0
HDFCBANK,04/19/2021,12:30:00,1390.00,1391.00,1388.20,1388.20,24406,0
HDFCBANK,04/19/2021,12:31:00,1389.20,1389.50,1388.65,1388.80,6130,0
HDFCBANK,04/19/2021,12:32:00,1388.75,1388.80,1387.45,1388.60,13682,0
HDFCBANK,04/19/2021,12:33:00,1388.55,1388.90,1388.35,1388.50,8301,0
HDFCBANK,04/19/2021,12:34:00,1388.50,1388.95,1388.30,1388.40,7244,0
HDFCBANK,04/19/2021,12:35:00,1388.90,1389.10,1387.50,1388.60,12978,0
HDFCBANK,04/19/2021,12:36:00,1388.60,1389.50,1388.50,1389.45,12227,0
HDFCBANK,04/19/2021,12:37:00,1389.50,1389.80,1388.85,1389.80,12182,0
HDFCBANK,04/19/2021,12:38:00,1389.80,1389.80,1389.00,1389.05,14821,0
HDFCBANK,04/19/2021,12:39:00,1389.00,1389.50,1388.60,1389.50,15300,0
HDFCBANK,04/19/2021,12:40:00,1389.40,1389.75,1389.00,1389.25,10624,0
HDFCBANK,04/19/2021,12:41:00,1389.20,1389.20,1387.85,1388.30,13940,0
HDFCBANK,04/19/2021,12:42:00,1388.30,1388.30,1387.25,1388.30,7362,0
HDFCBANK,04/19/2021,12:43:00,1388.30,1390.00,1388.25,1390.00,9205,0
HDFCBANK,04/19/2021,12:44:00,1390.30,1390.50,1389.45,1389.65,18757,0
HDFCBANK,04/19/2021,12:45:00,1389.60,1390.05,1389.60,1390.00,8904,0
HDFCBANK,04/19/2021,12:46:00,1390.00,1390.55,1388.75,1390.30,22479,0
HDFCBANK,04/19/2021,12:47:00,1390.40,1390.40,1389.40,1389.70,8861,0
HDFCBANK,04/19/2021,12:48:00,1389.65,1390.15,1389.50,1390.00,9829,0
HDFCBANK,04/19/2021,12:49:00,1390.00,1390.10,1388.65,1388.65,10471,0
HDFCBANK,04/19/2021,12:50:00,1388.20,1388.65,1387.50,1387.95,12736,0
HDFCBANK,04/19/2021,12:51:00,1388.10,1388.60,1388.05,1388.60,5518,0
HDFCBANK,04/19/2021,12:52:00,1388.55,1389.50,1388.55,1389.50,6793,0
HDFCBANK,04/19/2021,12:53:00,1389.50,1389.55,1389.00,1389.55,10764,0
HDFCBANK,04/19/2021,12:54:00,1389.30,1389.90,1389.30,1389.60,7889,0
HDFCBANK,04/19/2021,12:55:00,1389.60,1389.80,1389.25,1389.80,6725,0
HDFCBANK,04/19/2021,12:56:00,1389.70,1394.45,1389.70,1393.45,65266,0
HDFCBANK,04/19/2021,12:57:00,1393.45,1393.80,1391.50,1393.00,28390,0
HDFCBANK,04/19/2021,12:58:00,1393.00,1394.70,1392.80,1393.50,27162,0
HDFCBANK,04/19/2021,12:59:00,1393.60,1393.85,1392.90,1393.30,17096,0
HDFCBANK,04/19/2021,13:00:00,1393.25,1394.65,1393.00,1393.20,31743,0
HDFCBANK,04/19/2021,13:01:00,1393.20,1393.40,1392.30,1393.00,65037,0
HDFCBANK,04/19/2021,13:02:00,1393.10,1393.40,1392.20,1392.50,18202,0
HDFCBANK,04/19/2021,13:03:00,1392.00,1392.50,1390.35,1391.00,26420,0
HDFCBANK,04/19/2021,13:04:00,1390.95,1391.60,1390.60,1391.40,11282,0
HDFCBANK,04/19/2021,13:05:00,1391.60,1391.60,1390.05,1390.05,8956,0
HDFCBANK,04/19/2021,13:06:00,1390.10,1390.50,1388.00,1390.00,27659,0
HDFCBANK,04/19/2021,13:07:00,1390.20,1391.20,1389.60,1389.85,13705,0
HDFCBANK,04/19/2021,13:08:00,1390.50,1390.50,1389.30,1390.45,9171,0
HDFCBANK,04/19/2021,13:09:00,1390.35,1390.85,1390.35,1390.80,5116,0
HDFCBANK,04/19/2021,13:10:00,1390.80,1390.80,1389.00,1389.65,14183,0
HDFCBANK,04/19/2021,13:11:00,1389.80,1390.00,1389.10,1390.00,7218,0
HDFCBANK,04/19/2021,13:12:00,1389.40,1390.35,1388.80,1390.15,15804,0
HDFCBANK,04/19/2021,13:13:00,1390.05,1390.60,1389.05,1389.75,13123,0
HDFCBANK,04/19/2021,13:14:00,1389.85,1390.40,1389.80,1390.40,8071,0
HDFCBANK,04/19/2021,13:15:00,1390.35,1391.00,1390.30,1390.80,7664,0
HDFCBANK,04/19/2021,13:16:00,1390.75,1390.75,1388.90,1389.05,11472,0
HDFCBANK,04/19/2021,13:17:00,1388.90,1389.70,1388.05,1389.60,14661,0
HDFCBANK,04/19/2021,13:18:00,1389.60,1390.40,1389.50,1390.20,8973,0
HDFCBANK,04/19/2021,13:19:00,1390.10,1391.15,1390.10,1391.10,15121,0
HDFCBANK,04/19/2021,13:20:00,1390.85,1391.90,1390.85,1391.70,15644,0
HDFCBANK,04/19/2021,13:21:00,1391.70,1392.00,1390.80,1391.75,14566,0
HDFCBANK,04/19/2021,13:22:00,1392.00,1395.00,1391.80,1393.60,55229,0
HDFCBANK,04/19/2021,13:23:00,1393.60,1393.60,1392.95,1393.15,11678,0
HDFCBANK,04/19/2021,13:24:00,1393.15,1394.35,1393.10,1394.05,14634,0
HDFCBANK,04/19/2021,13:25:00,1394.00,1394.85,1392.70,1392.80,19848,0
HDFCBANK,04/19/2021,13:26:00,1392.70,1392.85,1390.80,1391.65,13165,0
HDFCBANK,04/19/2021,13:27:00,1391.70,1391.75,1390.00,1391.00,16911,0
HDFCBANK,04/19/2021,13:28:00,1391.00,1391.00,1389.35,1390.40,19811,0
HDFCBANK,04/19/2021,13:29:00,1390.05,1390.65,1390.00,1390.25,7814,0
HDFCBANK,04/19/2021,13:30:00,1390.15,1392.40,1390.00,1392.00,27013,0
HDFCBANK,04/19/2021,13:31:00,1391.75,1391.90,1390.25,1391.25,16084,0
HDFCBANK,04/19/2021,13:32:00,1391.55,1391.70,1390.05,1390.05,13156,0
HDFCBANK,04/19/2021,13:33:00,1390.65,1391.90,1390.35,1391.70,10061,0
HDFCBANK,04/19/2021,13:34:00,1391.70,1392.95,1391.00,1391.40,12682,0
HDFCBANK,04/19/2021,13:35:00,1391.25,1391.40,1389.15,1389.15,26276,0
HDFCBANK,04/19/2021,13:36:00,1389.15,1390.65,1389.15,1390.00,12205,0
HDFCBANK,04/19/2021,13:37:00,1390.05,1391.00,1390.05,1390.40,13570,0
HDFCBANK,04/19/2021,13:38:00,1390.80,1391.00,1390.05,1390.95,10080,0
HDFCBANK,04/19/2021,13:39:00,1390.95,1391.80,1390.00,1390.20,10478,0
HDFCBANK,04/19/2021,13:40:00,1390.20,1390.70,1388.00,1388.25,38861,0
HDFCBANK,04/19/2021,13:41:00,1388.70,1389.50,1388.30,1389.25,10502,0
HDFCBANK,04/19/2021,13:42:00,1389.20,1389.55,1387.20,1388.00,26494,0
HDFCBANK,04/19/2021,13:43:00,1388.00,1388.70,1387.95,1388.55,7879,0
HDFCBANK,04/19/2021,13:44:00,1388.55,1390.00,1388.55,1389.25,13480,0
HDFCBANK,04/19/2021,13:45:00,1389.20,1390.90,1389.10,1390.05,13416,0
HDFCBANK,04/19/2021,13:46:00,1390.50,1391.50,1390.05,1390.95,16232,0
HDFCBANK,04/19/2021,13:47:00,1390.95,1390.95,1390.05,1390.30,8829,0
HDFCBANK,04/19/2021,13:48:00,1390.35,1391.60,1390.35,1391.50,12663,0
HDFCBANK,04/19/2021,13:49:00,1391.55,1391.55,1391.00,1391.40,10763,0
HDFCBANK,04/19/2021,13:50:00,1391.35,1392.20,1391.30,1391.35,16993,0
HDFCBANK,04/19/2021,13:51:00,1391.35,1391.35,1390.00,1390.00,12558,0
HDFCBANK,04/19/2021,13:52:00,1390.30,1390.80,1390.00,1390.40,12632,0
HDFCBANK,04/19/2021,13:53:00,1390.40,1390.80,1390.15,1390.35,9895,0
HDFCBANK,04/19/2021,13:54:00,1390.35,1390.75,1390.30,1390.50,12064,0
HDFCBANK,04/19/2021,13:55:00,1390.45,1391.15,1390.10,1390.10,10196,0
HDFCBANK,04/19/2021,13:56:00,1390.05,1390.10,1388.30,1388.80,25293,0
HDFCBANK,04/19/2021,13:57:00,1388.75,1391.20,1388.75,1390.10,12150,0
HDFCBANK,04/19/2021,13:58:00,1390.05,1399.60,1390.05,1396.00,178098,0
HDFCBANK,04/19/2021,13:59:00,1396.20,1396.55,1393.80,1395.80,39870,0
HDFCBANK,04/19/2021,14:00:00,1396.00,1398.55,1396.00,1398.35,66623,0
HDFCBANK,04/19/2021,14:01:00,1398.25,1398.70,1396.95,1397.75,33033,0
HDFCBANK,04/19/2021,14:02:00,1397.60,1397.90,1396.80,1397.65,25700,0
HDFCBANK,04/19/2021,14:03:00,1397.85,1397.85,1396.50,1396.50,20028,0
HDFCBANK,04/19/2021,14:04:00,1396.90,1397.00,1396.55,1396.70,14302,0
HDFCBANK,04/19/2021,14:05:00,1396.80,1398.55,1396.75,1398.50,30750,0
HDFCBANK,04/19/2021,14:06:00,1398.60,1399.00,1397.95,1398.90,32587,0
HDFCBANK,04/19/2021,14:07:00,1398.85,1400.00,1398.20,1399.95,63143,0
HDFCBANK,04/19/2021,14:08:00,1399.90,1400.00,1399.20,1399.25,29883,0
HDFCBANK,04/19/2021,14:09:00,1399.25,1399.95,1399.05,1399.85,17693,0
HDFCBANK,04/19/2021,14:10:00,1399.95,1402.70,1399.85,1400.10,125740,0
HDFCBANK,04/19/2021,14:11:00,1400.75,1400.95,1398.30,1399.25,37729,0
HDFCBANK,04/19/2021,14:12:00,1399.30,1400.50,1399.15,1400.05,19450,0
HDFCBANK,04/19/2021,14:13:00,1400.00,1400.85,1399.45,1399.95,17729,0
HDFCBANK,04/19/2021,14:14:00,1399.80,1400.40,1398.00,1398.20,22846,0
HDFCBANK,04/19/2021,14:15:00,1398.20,1399.60,1397.50,1397.55,20773,0
HDFCBANK,04/19/2021,14:16:00,1397.65,1397.65,1394.80,1395.90,50961,0
HDFCBANK,04/19/2021,14:17:00,1395.85,1396.70,1395.85,1396.10,16037,0
HDFCBANK,04/19/2021,14:18:00,1396.05,1397.50,1396.05,1397.10,17981,0
HDFCBANK,04/19/2021,14:19:00,1397.10,1397.65,1396.60,1396.90,12494,0
HDFCBANK,04/19/2021,14:20:00,1396.75,1397.80,1396.25,1397.65,20102,0
HDFCBANK,04/19/2021,14:21:00,1397.75,1397.75,1396.80,1396.80,12589,0
HDFCBANK,04/19/2021,14:22:00,1396.90,1397.85,1396.90,1397.85,14567,0
HDFCBANK,04/19/2021,14:23:00,1397.75,1399.40,1397.75,1399.15,23024,0
HDFCBANK,04/19/2021,14:24:00,1399.15,1399.90,1399.00,1399.35,16969,0
HDFCBANK,04/19/2021,14:25:00,1399.35,1400.50,1399.10,1399.35,36217,0
HDFCBANK,04/19/2021,14:26:00,1399.30,1399.95,1397.75,1398.35,21655,0
HDFCBANK,04/19/2021,14:27:00,1398.30,1399.80,1398.30,1399.75,9560,0
HDFCBANK,04/19/2021,14:28:00,1399.75,1399.85,1398.70,1398.90,13885,0
HDFCBANK,04/19/2021,14:29:00,1398.85,1399.95,1398.55,1399.95,15867,0
HDFCBANK,04/19/2021,14:30:00,1399.85,1400.80,1399.20,1400.00,36386,0
HDFCBANK,04/19/2021,14:31:00,1399.95,1400.75,1399.50,1399.90,14306,0
HDFCBANK,04/19/2021,14:32:00,1399.85,1400.40,1399.10,1399.55,16811,0
HDFCBANK,04/19/2021,14:33:00,1399.55,1400.00,1399.35,1400.00,15591,0
HDFCBANK,04/19/2021,14:34:00,1400.00,1400.00,1398.10,1398.80,18616,0
HDFCBANK,04/19/2021,14:35:00,1398.60,1399.20,1398.10,1398.90,23121,0
HDFCBANK,04/19/2021,14:36:00,1399.10,1399.35,1397.85,1398.75,29253,0
HDFCBANK,04/19/2021,14:37:00,1398.75,1399.00,1398.20,1398.20,17217,0
HDFCBANK,04/19/2021,14:38:00,1398.20,1399.95,1397.95,1399.95,23984,0
HDFCBANK,04/19/2021,14:39:00,1399.90,1400.40,1399.40,1399.95,37931,0
HDFCBANK,04/19/2021,14:40:00,1399.95,1400.50,1399.95,1400.20,20428,0
HDFCBANK,04/19/2021,14:41:00,1400.40,1401.00,1400.35,1400.75,22851,0
HDFCBANK,04/19/2021,14:42:00,1400.70,1401.00,1400.25,1400.45,17990,0
HDFCBANK,04/19/2021,14:43:00,1400.20,1400.50,1400.00,1400.05,44940,0
HDFCBANK,04/19/2021,14:44:00,1400.00,1400.30,1398.60,1398.65,128759,0
HDFCBANK,04/19/2021,14:45:00,1399.00,1399.00,1396.20,1396.60,56516,0
HDFCBANK,04/19/2021,14:46:00,1396.45,1398.40,1394.50,1398.20,92472,0
HDFCBANK,04/19/2021,14:47:00,1398.00,1400.40,1397.90,1399.80,52326,0
HDFCBANK,04/19/2021,14:48:00,1399.70,1400.25,1399.70,1400.00,56511,0
HDFCBANK,04/19/2021,14:49:00,1400.00,1400.20,1399.35,1399.75,35627,0
HDFCBANK,04/19/2021,14:50:00,1399.70,1400.40,1399.65,1400.00,17995,0
HDFCBANK,04/19/2021,14:51:00,1400.00,1401.25,1400.00,1400.50,48363,0
HDFCBANK,04/19/2021,14:52:00,1400.90,1401.25,1399.80,1400.00,36562,0
HDFCBANK,04/19/2021,14:53:00,1399.95,1400.85,1399.95,1400.05,15739,0
HDFCBANK,04/19/2021,14:54:00,1400.45,1400.70,1400.00,1400.15,16237,0
HDFCBANK,04/19/2021,14:55:00,1400.25,1400.65,1399.90,1399.90,24507,0
HDFCBANK,04/19/2021,14:56:00,1399.95,1400.40,1399.75,1400.05,23468,0
HDFCBANK,04/19/2021,14:57:00,1399.50,1400.10,1399.25,1399.95,31697,0
HDFCBANK,04/19/2021,14:58:00,1399.95,1400.80,1399.95,1400.55,29580,0
HDFCBANK,04/19/2021,14:59:00,1400.00,1400.80,1400.00,1400.20,21044,0
HDFCBANK,04/19/2021,15:00:00,1400.20,1403.75,1400.15,1402.55,86302,0
HDFCBANK,04/19/2021,15:01:00,1402.15,1405.60,1402.10,1404.00,90772,0
HDFCBANK,04/19/2021,15:02:00,1404.50,1407.00,1404.20,1405.90,78018,0
HDFCBANK,04/19/2021,15:03:00,1405.90,1407.80,1405.40,1407.80,44849,0
HDFCBANK,04/19/2021,15:04:00,1407.90,1409.70,1407.75,1408.45,86689,0
HDFCBANK,04/19/2021,15:05:00,1409.15,1410.70,1409.15,1409.20,81556,0
HDFCBANK,04/19/2021,15:06:00,1409.90,1410.40,1408.60,1408.85,54599,0
HDFCBANK,04/19/2021,15:07:00,1409.00,1409.45,1408.30,1408.90,46055,0
HDFCBANK,04/19/2021,15:08:00,1408.90,1410.50,1408.35,1409.95,68116,0
HDFCBANK,04/19/2021,15:09:00,1410.00,1412.90,1410.00,1412.25,65136,0
HDFCBANK,04/19/2021,15:10:00,1412.85,1413.65,1412.25,1413.35,49046,0
HDFCBANK,04/19/2021,15:11:00,1413.50,1413.90,1412.55,1412.90,73174,0
HDFCBANK,04/19/2021,15:12:00,1412.85,1412.85,1411.40,1412.50,62587,0
HDFCBANK,04/19/2021,15:13:00,1412.80,1416.50,1412.65,1415.55,80265,0
HDFCBANK,04/19/2021,15:14:00,1415.35,1416.45,1414.65,1415.50,66346,0
HDFCBANK,04/19/2021,15:15:00,1415.50,1416.50,1415.05,1415.20,60786,0
HDFCBANK,04/19/2021,15:16:00,1415.15,1415.15,1413.20,1413.20,79849,0
HDFCBANK,04/19/2021,15:17:00,1413.25,1415.90,1413.25,1415.90,73216,0
HDFCBANK,04/19/2021,15:18:00,1415.85,1416.60,1414.85,1415.05,82222,0
HDFCBANK,04/19/2021,15:19:00,1415.10,1415.75,1414.45,1415.75,89410,0
HDFCBANK,04/19/2021,15:20:00,1415.80,1416.40,1415.55,1415.65,51679,0
HDFCBANK,04/19/2021,15:21:00,1415.30,1417.70,1415.05,1415.55,147512,0
HDFCBANK,04/19/2021,15:22:00,1415.15,1415.95,1415.00,1415.00,64728,0
HDFCBANK,04/19/2021,15:23:00,1415.30,1416.00,1414.55,1416.00,78352,0
HDFCBANK,04/19/2021,15:24:00,1414.75,1416.20,1414.15,1415.95,61505,0
HDFCBANK,04/19/2021,15:25:00,1416.20,1416.20,1414.30,1415.15,60421,0
HDFCBANK,04/19/2021,15:26:00,1415.50,1415.50,1414.00,1414.00,83570,0
HDFCBANK,04/19/2021,15:27:00,1414.80,1415.35,1414.25,1415.00,70594,0
HDFCBANK,04/19/2021,15:28:00,1415.30,1415.40,1414.10,1414.95,54087,0
HDFCBANK,04/19/2021,15:29:00,1414.10,1415.25,1412.60,1412.60,12422,0
HDFCBANK,04/19/2021,15:40:00,1412.40,1412.40,1412.40,1412.40,609,0
HDFCBANK,04/20/2021,09:15:00,1425.00,1426.40,1415.30,1419.25,480035,0
HDFCBANK,04/20/2021,09:16:00,1419.60,1421.25,1418.75,1420.25,245513,0
HDFCBANK,04/20/2021,09:17:00,1420.35,1420.70,1418.60,1420.30,97827,0
HDFCBANK,04/20/2021,09:18:00,1420.40,1420.50,1416.85,1417.00,81634,0
HDFCBANK,04/20/2021,09:19:00,1417.40,1419.45,1417.40,1419.25,74480,0
HDFCBANK,04/20/2021,09:20:00,1418.00,1420.65,1418.00,1420.60,74782,0
HDFCBANK,04/20/2021,09:21:00,1420.55,1420.55,1419.55,1420.50,42799,0
HDFCBANK,04/20/2021,09:22:00,1420.00,1424.05,1420.00,1423.55,87897,0
HDFCBANK,04/20/2021,09:23:00,1423.55,1424.80,1422.50,1422.75,62391,0
HDFCBANK,04/20/2021,09:24:00,1422.90,1425.50,1422.90,1424.80,66791,0
HDFCBANK,04/20/2021,09:25:00,1424.75,1424.85,1422.00,1423.65,58471,0
HDFCBANK,04/20/2021,09:26:00,1423.85,1423.85,1421.55,1423.45,48471,0
HDFCBANK,04/20/2021,09:27:00,1422.65,1423.20,1421.70,1423.00,23166,0
HDFCBANK,04/20/2021,09:28:00,1422.70,1423.00,1419.80,1420.30,70711,0
HDFCBANK,04/20/2021,09:29:00,1419.75,1421.25,1419.70,1420.55,38326,0
HDFCBANK,04/20/2021,09:30:00,1420.90,1420.90,1418.85,1419.50,32010,0
HDFCBANK,04/20/2021,09:31:00,1419.50,1419.55,1418.00,1418.50,31965,0
HDFCBANK,04/20/2021,09:32:00,1418.05,1419.50,1417.50,1419.30,29713,0
HDFCBANK,04/20/2021,09:33:00,1419.30,1419.85,1419.20,1419.70,26774,0
HDFCBANK,04/20/2021,09:34:00,1419.70,1419.70,1418.45,1418.70,23515,0
HDFCBANK,04/20/2021,09:35:00,1418.90,1419.55,1418.10,1418.60,25084,0
HDFCBANK,04/20/2021,09:36:00,1418.55,1418.95,1417.10,1418.40,37777,0
HDFCBANK,04/20/2021,09:37:00,1418.70,1419.45,1418.30,1418.85,20197,0
HDFCBANK,04/20/2021,09:38:00,1419.05,1419.40,1418.30,1419.30,14545,0
HDFCBANK,04/20/2021,09:39:00,1419.20,1419.20,1417.10,1417.95,28111,0
HDFCBANK,04/20/2021,09:40:00,1417.80,1417.95,1415.20,1416.75,53474,0
HDFCBANK,04/20/2021,09:41:00,1416.75,1418.40,1416.40,1417.50,24348,0
HDFCBANK,04/20/2021,09:42:00,1418.25,1419.30,1417.60,1418.90,21062,0
HDFCBANK,04/20/2021,09:43:00,1418.30,1418.95,1417.50,1417.85,17307,0
HDFCBANK,04/20/2021,09:44:00,1417.90,1418.00,1417.10,1417.80,18587,0
HDFCBANK,04/20/2021,09:45:00,1417.55,1418.50,1416.15,1416.60,55295,0
HDFCBANK,04/20/2021,09:46:00,1417.15,1418.00,1416.00,1417.15,16272,0
HDFCBANK,04/20/2021,09:47:00,1417.15,1418.00,1416.75,1416.75,18616,0
HDFCBANK,04/20/2021,09:48:00,1416.75,1416.95,1416.00,1416.00,26405,0
HDFCBANK,04/20/2021,09:49:00,1415.55,1416.10,1412.40,1413.80,72301,0
HDFCBANK,04/20/2021,09:50:00,1413.85,1414.90,1413.35,1414.30,22581,0
HDFCBANK,04/20/2021,09:51:00,1414.30,1415.05,1414.10,1414.35,30384,0
HDFCBANK,04/20/2021,09:52:00,1414.30,1414.30,1410.00,1410.00,59698,0
HDFCBANK,04/20/2021,09:53:00,1410.00,1412.50,1410.00,1411.85,34755,0
HDFCBANK,04/20/2021,09:54:00,1412.00,1413.10,1410.50,1411.00,37291,0
